Bait ORF name*	Bait description	Approx. bait start	Approx. bait end	Prey ORF name*	Prey Description	Approx. prey start	Approx. prey end	Number of independent yeast two-hybrid searches that found this interaction	Cummulative number of times this interaction was observed	Number of prey that interact with this bait	Number of baits that interact with this prey	Self or reciprocal interaction
chrBLOB_003428.gen_1	"kinesin, putative"	1891	2028	PFL1395c	hypothetical protein 	2894	2951	1	1	4	5
chrBLOB_003994.phat_1	hypothetical protein	1299	1618	PFB0300c	merozoite surface protein 2 (MSP2) precursor 	244	569	1	1	1	9
chrBLOB_004173	no gene prediction	102	375	PF13_0322	falcilysin 	3206	3519	1	1	2	4
chrBLOB_004173	no gene prediction	102	376	PF14_0463	chloroquine resistance marker protein 	8384	8559	1	3	2	21
chrBLOB_004173.gen_1	hypothetical protein	2941	3063	PF11_0111	asparagine-rich antigen 	3333	3546	1	1	1	11
chrBLOB_004295.gen_2	protein with DNAJ domain	1577	1364	chr6_000064.gen_10	hypothetical protein 	27224	26960	1	3	3	2
chrBLOB_004295.gen_2	protein with DNAJ domain	1577	1364	MAL7P1.170	ring stage expressed protein 	193	677	1	5	3	15
chrBLOB_004295.gen_2	protein with DNAJ domain	1577	1364	PFF0480w	hypothetical protein 	2455	2703	1	2	3	4
MAL13P1.120	"splicing factor, putative "	968	1071	MAL13P1.202	hypothetical protein 	1202	1460	1	2	2	14
MAL13P1.120	"splicing factor, putative "	968	1077	MAL8P1.111	hypothetical protein 	1582	1749	1	2	2	14
MAL13P1.121	hypothetical protein 	788	856	PFF1185w	iswi protein homologue 	4508	4700	1	1	3	15
MAL13P1.121	hypothetical protein 	595	856	PFL1705w	hypothetical protein 	350	594	1	2	3	6
MAL13P1.121	hypothetical protein 	788	901	PFL2335w	hypothetical protein 	2666	2964	1	1	3	7
MAL13P1.14	"ATP-dependent DEAD box helicase, putative "	281	377	MAL7P1.119	hypothetical protein 	1409	1922	1	2	5	9
MAL13P1.14	"ATP-dependent DEAD box helicase, putative "	281	377	PF10_0232	hypothetical protein 	8412	8610	1	1	5	40
MAL13P1.14	"ATP-dependent DEAD box helicase, putative "	281	377	PFD0210c	hypothetical protein 	1323	1474	1	2	5	5
MAL13P1.14	"ATP-dependent DEAD box helicase, putative "	281	377	PFD0885c	hypothetical protein 	474	875	1	7	5	20
MAL13P1.14	"ATP-dependent DEAD box helicase, putative "	281	377	PFF1440w	"SET-domain protein, putative "	12824	12875	1	3	5	11
MAL13P1.140	hypothetical protein 	501	689	MAL13P1.308	"hypothetical protein, conserved "	4476	4872	1	5	2	11
MAL13P1.140	hypothetical protein 	1524	1743	PF13_0130	"vacuolar ATP synthase subunit g, putative "	39	215	1	1	2	1
MAL13P1.148	P. falciparum myosin 	1556	1933	MAL7P1.129	hypothetical protein 	2387	2418	1	1	2	4
MAL13P1.148	P. falciparum myosin 	1556	1933	PF14_0667	hypothetical protein 	132	200	1	1	2	1
MAL13P1.169	"syntaxin 5, putative "	53	553	PFB0765w	hypothetical protein 	1113	1451	1	1	1	6
MAL13P1.176	Plasmodium falciparum reticulocyte binding protein 2 homolog b 	1496	1763	PFI0175w	hypothetical protein 	1294	1719	1	2	1	7
MAL13P1.188	hypothetical protein 	928	1055	PFC0720w	hypothetical protein 	534	652	1	1	1	2
MAL13P1.19	hypothetical protein 	12149	12452	PF07_0026	hypothetical protein 	1116	1161	1	1	3	3
MAL13P1.19	hypothetical protein 	12149	12452	PFI0240c	"E1-E2_ATPase/hydrolase, putative "	3901	4020	1	1	3	3
MAL13P1.19	hypothetical protein 	12149	12452	PFI1085w	"ubiquitin-like protein, putative "	993	1084	1	1	3	4
MAL13P1.193	hypothetical protein 	2702	2803	MAL13P1.103	hypothetical protein 	2782	3185	1	3	14	3
MAL13P1.193	hypothetical protein 	497	698	PF07_0020	hypothetical protein 	1101	1220	1	3	14	1
MAL13P1.193	hypothetical protein 	2702	2803	PF07_0042	hypothetical protein 	4411	4778	1	1	14	8
MAL13P1.193	hypothetical protein 	497	810	PF08_0020	hypothetical protein 	3663	3816	1	1	14	1
MAL13P1.193	hypothetical protein 	2487	2751	PF10_0232	hypothetical protein 	8958	9335	1	1	14	40
MAL13P1.193	hypothetical protein 	2702	2803	PF10_0266	hypothetical protein 	2093	2138	1	1	14	2
MAL13P1.193	hypothetical protein 	497	789	PF11_0347	hypothetical protein 	2208	2643	2	2	14	3
MAL13P1.193	hypothetical protein 	526	2821	PF14_0463	chloroquine resistance marker protein 	8304	8677	4	8	14	21
MAL13P1.193	hypothetical protein 	497	813	PFC0435w	hypothetical protein 	3141	3284	1	1	14	2
MAL13P1.193	hypothetical protein 	2702	2821	PFD0785c	hypothetical protein 	27	293	2	3	14	7
MAL13P1.193	hypothetical protein 	497	791	PFF0200c	hypothetical protein 	5285	5519	1	1	14	5
MAL13P1.193	hypothetical protein 	497	779	PFF0800w	hypothetical protein 	3177	3479	1	1	14	1
MAL13P1.193	hypothetical protein 	497	753	PFI1610c	hypothetical protein 	177	293	1	1	14	9
MAL13P1.193	hypothetical protein 	497	676	PFL1110c	"cAMP-dependent protein kinase regulatory subunit, putative "	266	663	1	1	14	3
MAL13P1.202	hypothetical protein 	762	1063	MAL13P1.202	hypothetical protein 	921	1063	1	1	4	14	self
MAL13P1.202	hypothetical protein 	634	932	PF08_0129	"protein phosphatase, putative "	1542	1803	1	1	4	3
MAL13P1.202	hypothetical protein 	528	705	PFB0190c	hypothetical protein 	3613	3767	1	1	4	1
MAL13P1.202	hypothetical protein 	920	1068	PFL2520w	"reticulocyte-binding protein, putative "	6051	6345	1	1	4	2
MAL13P1.206	"phosphate transporter, putative "	1419	1758	PF07_0105	"exonuclease 1, putative "	1461	1769	1	1	7	1
MAL13P1.206	"phosphate transporter, putative "	1419	1758	PF10_0143	ADA2-like protein 	2523	2809	1	1	7	13
MAL13P1.206	"phosphate transporter, putative "	1419	1758	PF13_0197	merozoite surface protein 7 (MSP7) precursor	336	598	1	1	7	6
MAL13P1.206	"phosphate transporter, putative "	1419	1758	PF14_0059	hypothetical protein 	4799	4974	1	1	7	3
MAL13P1.206	"phosphate transporter, putative "	1419	1758	PF14_0678	exported protein 2 	606	736	1	1	7	21
MAL13P1.206	"phosphate transporter, putative "	1419	1758	PFB0230c	hypothetical protein 	1647	1925	1	1	7	1
MAL13P1.206	"phosphate transporter, putative "	1419	1758	PFF1185w	iswi protein homologue 	5036	5441	1	1	7	15
MAL13P1.209	"60S ribosomal subunit porotein L18, putative "	280	506	PFD0885c	hypothetical protein 	783	874	1	1	1	20
MAL13P1.21	hypothetical protein 	2658	2846	PFI1715w	hypothetical protein 	415	717	1	7	1	27
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	1	451	MAL13P1.333	hypothetical protein 	9717	9938	1	1	8	1
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	140	645	PF10_0115	QF122 antigen 	2131	2303	1	2	8	16
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	140	581	PF11_0241	hypothetical protein 	801	1096	1	1	8	4
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	482	590	PF14_0257	"hypothetical protein, conserved "	546	734	1	1	8	5
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	1	438	PF14_0344	hypothetical protein 	653	1241	1	8	8	16
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	5	757	PFE1370w	"HSP70 interacting protein, putative "	275	704	4	11	8	6
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	1	309	PFI1610c	hypothetical protein 	177	271	1	1	8	9
MAL13P1.214	"phosphoethanolamine N-methyltransferase, putative "	140	614	PFL1515c	hypothetical protein 	5300	5494	1	1	8	2
MAL13P1.222	hypothetical protein 	2593	2719	MAL13P1.336	hypothetical protein 	1489	1590	1	1	3	17	reciprocal
MAL13P1.222	hypothetical protein 	2146	2719	PF11_0049	"hypothetical protein, conserved "	1350	1509	2	7	3	6
MAL13P1.222	hypothetical protein 	2146	2719	PFC0315c	hypothetical protein 	810	865	2	3	3	2
MAL13P1.23	hypothetical protein 	97	401	PFF0835w	hypothetical protein 	822	966	1	1	1	20
MAL13P1.234	hypothetical protein 	11	278	PFE1465w	hypothetical protein 	3004	3215	1	1	1	5
MAL13P1.237	hypothetical protein 	788	1025	MAL13P1.233	hypothetical protein 	365	450	1	1	3	5
MAL13P1.237	hypothetical protein 	332	633	PF13_0161	hypothetical protein 	1531	1855	1	1	3	9
MAL13P1.237	hypothetical protein 	788	1025	PFE0995c	hypothetical protein 	227	315	1	1	3	1
MAL13P1.249	hypothetical protein 	1942	2092	MAL7P1.20	peptide chain release factor 	642	793	1	1	2	2
MAL13P1.249	hypothetical protein 	2182	2213	PFE0570w	hypothetical protein 	21386	21479	1	1	2	8
MAL13P1.256	"phosphatidylinositol transfer protein, putative "	1400	1518	PFE0750c	"hypothetical protein, conserved "	913	1216	1	2	1	2
MAL13P1.262	hypothetical protein 	402	560	MAL7P1.170	ring stage expressed protein 	124	682	1	16	1	15
MAL13P1.269	hypothetical protein 	773	853	MAL13P1.269	hypothetical protein 	920	1198	1	1	6	6	self
MAL13P1.269	hypothetical protein 	867	1210	PF07_0044	hypothetical protein 	423	582	1	1	6	2
MAL13P1.269	hypothetical protein 	773	1210	PF11_0351	heat shock protein HSP70 homologue 	1511	1928	1	1	6	7
MAL13P1.269	hypothetical protein 	916	1014	PFD0735c	hypothetical protein 	983	1194	1	1	6	3
MAL13P1.269	hypothetical protein 	973	1134	PFD0885c	hypothetical protein 	754	873	1	1	6	20
MAL13P1.269	hypothetical protein 	887	1187	PFL1705w	hypothetical protein 	3592	3697	1	1	6	6
MAL13P1.281	"glutamate--tRNA ligase, putative "	463	968	PF13_0286	"methyltransferase, putative "	1412	1662	1	4	1	5
MAL13P1.295	hypothetical protein 	3905	4157	MAL8P1.113	hypothetical protein 	14804	14915	1	2	6	2
MAL13P1.295	hypothetical protein 	3905	4157	PF10_0232	hypothetical protein 	5117	5651	1	2	6	40
MAL13P1.295	hypothetical protein 	3905	4157	PFE0440w	hypothetical protein 	2253	2446	1	1	6	2
MAL13P1.295	hypothetical protein 	3905	4157	PFE1245w	"zinc finger protein, putative "	872	1172	1	2	6	1
MAL13P1.295	hypothetical protein 	433	872	PFI1475w	merozoite surface protein 1 (MSP1) precursor 	4281	4460	1	1	6	27
MAL13P1.295	hypothetical protein 	3905	4157	PFL0185c	"nucleosome assembly protein 1, putative "	475	937	1	1	6	18
MAL13P1.304	malaria antigen 	2898	3202	PF11_0402	hypothetical protein 	3862	3932	1	1	5	1
MAL13P1.304	malaria antigen 	2898	3202	PF14_0131	hypothetical protein 	553	597	1	1	5	1
MAL13P1.304	malaria antigen 	2898	3202	PFD0740w	"Plasmodium falciparum protein kinase, putative "	3562	3600	1	1	5	5
MAL13P1.304	malaria antigen 	2898	3202	PFF0670w	hypothetical protein 	6180	6356	1	1	5	6
MAL13P1.304	malaria antigen 	2898	3202	PFI0165c	"DEAD/DEAH box helicase, putative "	2962	3240	1	1	5	1
MAL13P1.308	"hypothetical protein, conserved "	1	285	PF10_0115	QF122 antigen 	173	206	1	1	10	16
MAL13P1.308	"hypothetical protein, conserved "	3435	3673	PF11_0225	PfGCN20 	1548	1792	1	1	10	2
MAL13P1.308	"hypothetical protein, conserved "	4057	4599	PF14_0344	hypothetical protein 	527	899	1	1	10	16
MAL13P1.308	"hypothetical protein, conserved "	4678	4941	PF14_0380	hypothetical protein 	1247	1404	1	6	10	2
MAL13P1.308	"hypothetical protein, conserved "	534	933	PF14_0673	hypothetical protein 	1125	1510	3	26	10	3
MAL13P1.308	"hypothetical protein, conserved "	4057	4552	PFB0640c	"hypothetical protein, conserved "	3726	4184	1	2	10	9
MAL13P1.308	"hypothetical protein, conserved "	4057	4565	PFD0150w	hypothetical protein 	610	750	1	1	10	3
MAL13P1.308	"hypothetical protein, conserved "	4057	4539	PFE1600w	hypothetical protein 	395	728	1	2	10	3
MAL13P1.308	"hypothetical protein, conserved "	4057	4517	PFI1475w	merozoite surface protein 1 (MSP1) precursor 	3645	4035	1	1	10	27
MAL13P1.308	"hypothetical protein, conserved "	4057	4941	PFL1340c	hypothetical protein 	98	550	4	10	10	5	reciprocal
MAL13P1.310	"cysteine protease, putative "	3689	3950	PF13_0045	"40S ribosomal protein S27, putative "	89	195	1	1	2	2
MAL13P1.310	"cysteine protease, putative "	3689	3950	PFE1590w	early transcribed membrane protein 	238	286	1	1	2	12
MAL13P1.323	hypothetical protein 	871	8497	MAL13P1.323	hypothetical protein 	1145	8515	2	3	1	10	self
MAL13P1.333	hypothetical protein 	3023	3147	PFC0720w	hypothetical protein 	531	771	1	1	1	2
MAL13P1.336	hypothetical protein 	1332	1433	MAL13P1.222	hypothetical protein 	1994	2151	1	1	12	3	reciprocal
MAL13P1.336	hypothetical protein 	782	1812	MAL13P1.336	hypothetical protein 	1315	1823	18	37	12	17	self
MAL13P1.336	hypothetical protein 	1346	1585	PF08_0034	histone acetyltransferase GCN5	798	969	3	4	12	24
MAL13P1.336	hypothetical protein 	1489	1630	PF10_0075	asparagine-rich antigen 	4080	4237	1	2	12	10	reciprocal
MAL13P1.336	hypothetical protein 	1489	1589	PF10_0348	hypothetical protein 	1220	1353	1	1	12	4
MAL13P1.336	hypothetical protein 	922	1065	PF11_0049	"hypothetical protein, conserved "	1350	1728	2	3	12	6
MAL13P1.336	hypothetical protein 	264	366	PF13_0076	hypothetical protein 	350	475	1	1	12	5
MAL13P1.336	hypothetical protein 	922	1433	PFC0315c	hypothetical protein 	491	864	7	10	12	2
MAL13P1.336	hypothetical protein 	922	1065	PFD0475c	"replication factor a protein, putative "	1671	1929	1	2	12	3
MAL13P1.336	hypothetical protein 	264	366	PFD0950w	ran binding protein 1 	275	434	1	1	12	3
MAL13P1.336	hypothetical protein 	1346	1452	PFF0590c	homologue of human HSPC025/PAF67 	1607	1673	1	1	12	24
MAL13P1.336	hypothetical protein 	264	1159	PFL1745c	clustered-asparagine-rich protein 	880	1363	28	138	12	8	reciprocal
MAL13P1.337	"Skp1 family protein, putative "	1	313	PFD0100c	hypothetical protein 	569	950	1	1	2	1
MAL13P1.337	"Skp1 family protein, putative "	66	313	PFI1590c	hypothetical protein 	2451	2644	1	3	2	1
MAL13P1.343	"proteasome regulatory subunit, putative "	622	931	MAL7P1.170	ring stage expressed protein 	43	695	6	36	4	15
MAL13P1.343	"proteasome regulatory subunit, putative "	4	596	PF11_0098	endoplasmic reticulum-resident calcium binding protein 	6	319	1	1	4	7
MAL13P1.343	"proteasome regulatory subunit, putative "	854	931	PF11_0257	"ethanolamine kinase, putative "	669	849	1	1	4	1
MAL13P1.343	"proteasome regulatory subunit, putative "	803	931	PFI1475w	merozoite surface protein 1 (MSP1) precursor 	4495	5100	1	1	4	27
MAL13P1.349	hypothetical protein 	79	195	PFI0930c	nucleosome assembly protein 	419	674	1	1	1	11
MAL13P1.35	"U1 small nuclear ribonucleoprotein a, putative "	582	760	MAL7P1.170	ring stage expressed protein 	93	682	1	4	2	15
MAL13P1.35	"U1 small nuclear ribonucleoprotein a, putative "	582	760	PFL1025c	hypothetical protein 	990	1096	2	6	2	5
MAL13P1.354	hypothetical protein 	7909	8333	PF14_0001	"erythrocyte membrane protein 1 (PfEMP1), truncated, pseudogene "	2299	2789	1	11	1	1
MAL13P1.43	hypothetical protein 	813	939	PFE1225w	"50S ribosomal subunit protein L12, putative "	297	503	1	6	1	13
MAL13P1.56	m1-family aminopeptidase 	2629	2995	chr7_000093.gen_1	cytoadherence linked asexual protein-like protein	1091	1235	2	2	1	1
MAL13P1.60	erythrocyte binding antigen 140  (EBA140)	1210	1758	PF10_0242	hypothetical protein 	3102	3589	2	3	5	9
MAL13P1.60	erythrocyte binding antigen 140  (EBA140)	858	1251	PF10_0345	merozoite surface protein 3 (MSP3)	212	459	1	1	5	11
MAL13P1.60	erythrocyte binding antigen 140  (EBA140)	858	1186	PF11_0259	hypothetical protein 	281	327	1	1	5	1
MAL13P1.60	erythrocyte binding antigen 140  (EBA140)	1210	1705	PFE0770w	hypothetical protein 	514	677	1	1	5	9
MAL13P1.60	erythrocyte binding antigen 140  (EBA140)	2718	3042	PFL1385c	101 kd malaria antigen/ABRA/MSP9	668	749	1	1	5	33
MAL13P1.63	Plasmodium falciparum asparagine-rich protein 	1165	1831	MAL13P1.63	Plasmodium falciparum asparagine-rich protein 	1165	2357	5	19	5	4	self
MAL13P1.63	Plasmodium falciparum asparagine-rich protein 	710	825	MAL8P1.23	"ubiquitin-protein ligase 1, putative "	24123	24160	1	1	5	10
MAL13P1.63	Plasmodium falciparum asparagine-rich protein 	1956	2108	PFB0760w	hypothetical protein 	287	447	1	1	5	1
MAL13P1.63	Plasmodium falciparum asparagine-rich protein 	1960	2094	PFF0590c	homologue of human HSPC025/PAF67 	1607	1673	1	1	5	24
MAL13P1.63	Plasmodium falciparum asparagine-rich protein 	2013	2081	PFI0495w	hypothetical protein 	8523	8626	1	1	5	3
MAL7P1.109	hypothetical protein 	4919	5348	PF10_0115	QF122 antigen 	3105	3235	1	1	4	16
MAL7P1.109	hypothetical protein 	4919	5305	PFD0090c	hypothetical protein 	936	1107	1	1	4	9
MAL7P1.109	hypothetical protein 	4864	5248	PFE0235c	hypothetical protein 	14935	15008	1	1	4	3
MAL7P1.109	hypothetical protein 	4864	5309	PFE1370w	"HSP70 interacting protein, putative "	363	558	1	1	4	6
MAL7P1.118	"PelOta protein homologue, putative "	878	1143	PF07_0029	heat shock protein 86 	1382	1797	1	2	1	14
MAL7P1.126	hypothetical protein 	129	332	PFI0170w	hypothetical protein 	2751	2856	1	1	1	3
MAL7P1.13	hypothetical protein 	360	767	MAL7P1.165	hypothetical protein 	263	533	1	1	4	4
MAL7P1.13	hypothetical protein 	360	776	PF11_0315	hypothetical protein 	2665	2821	1	2	4	1
MAL7P1.13	hypothetical protein 	9	127	PFD0010w	unknown 	343	502	1	1	4	4
MAL7P1.13	hypothetical protein 	360	773	PFL1340c	hypothetical protein 	555	915	1	1	4	5
MAL7P1.132	hypothetical protein 	4766	4960	PF14_0294	mitogen-activated protein kinase 1 	2049	2319	1	1	1	2
MAL7P1.145	"DNA mismatch repair protein pms1 homologue, putative "	1773	2126	PF13_0104	hypothetical protein 	446	673	1	1	1	1
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	MAL13P1.132	"microfibril-associated protein homologue, putative "	473	576	1	1	9	1
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	MAL7P1.12	erythrocyte membrane-associated antigen 	393	468	1	1	9	3
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	PF07_0047	"cell division cycle ATPase, putative "	1946	2151	1	1	9	1
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	PF08_0035	hypothetical protein 	472	541	1	1	9	3
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	PF13_0198	reticulocyte binding protein 2 homolog a 	8429	8476	1	1	9	11
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	PF14_0027	"ribosomal S27a, putative "	115	231	1	1	9	2
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	PFE1120w	hypothetical protein 	23495	23715	1	1	9	3
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7240	PFF1440w	"SET-domain protein, putative "	12824	12875	1	1	9	11
MAL7P1.147	"ubiquitin carboxyl-terminal hydrolase, putative "	7157	7242	PFL1705w	hypothetical protein 	3592	3697	1	1	9	6
MAL7P1.155	hypothetical protein 	4672	4827	MAL13P1.202	hypothetical protein 	1356	1524	1	1	15	14
MAL7P1.155	hypothetical protein 	4200	4280	MAL13P1.310	"cysteine protease, putative "	2253	2310	1	1	15	2
MAL7P1.155	hypothetical protein 	4590	4782	PF10_0232	hypothetical protein 	2136	2240	1	1	15	40
MAL7P1.155	hypothetical protein 	4200	4280	PF11_0111	asparagine-rich antigen 	3471	3805	1	1	15	11
MAL7P1.155	hypothetical protein 	4590	4712	PF11_0201	hypothetical protein 	3393	3441	1	1	15	1
MAL7P1.155	hypothetical protein 	4672	4827	PF11_0508	hypothetical protein 	995	1253	1	1	15	3
MAL7P1.155	hypothetical protein 	4590	4782	PF13_0305	elongation factor 1 alpha 	474	847	1	1	15	5
MAL7P1.155	hypothetical protein 	4200	4280	PF14_0088	hypothetical protein 	388	472	1	2	15	4
MAL7P1.155	hypothetical protein 	4672	4827	PF14_0334	"NAD(P)H-dependent glutamate synthase, putative "	4452	4817	1	1	15	3
MAL7P1.155	hypothetical protein 	4590	4712	PFA0220w	"ubiquitin carboxyl-terminal hydrolase, putative "	1917	2244	1	1	15	3
MAL7P1.155	hypothetical protein 	4192	4280	PFC0390w	"hypothetical protein, conserved "	1353	1839	2	4	15	7
MAL7P1.155	hypothetical protein 	4672	4827	PFD0090c	hypothetical protein 	950	1175	1	1	15	9
MAL7P1.155	hypothetical protein 	4672	4827	PFD0545w	hypothetical protein 	2275	2539	1	2	15	4
MAL7P1.155	hypothetical protein 	4590	4758	PFD0775c	hypothetical protein 	46	166	1	1	15	2
MAL7P1.155	hypothetical protein 	4590	4712	PFF0575c	hypothetical protein 	6581	6670	1	1	15	1
MAL7P1.160	hypothetical protein 	69	378	PF14_0337	hypothetical protein 	3583	3738	1	3	1	2
MAL7P1.165	hypothetical protein 	198	455	MAL7P1.165	hypothetical protein 	343	533	1	1	1	4	self
MAL7P1.166	"regulator of nonsense transcripts 1 homologue, putative "	4551	4727	PF10_0217	"pre-mRNA splicing factor, putative "	1160	1202	1	1	1	4
MAL7P1.167	hypothetical protein 	2336	2583	MAL7P1.77	hypothetical protein 	519	613	1	1	1	4
MAL7P1.17	hypothetical protein 	6237	6423	MAL7P1.17	hypothetical protein 	10128	10206	1	1	2	1	self
MAL7P1.17	hypothetical protein 	6237	6423	PF10_0026	hypothetical protein 	1367	1544	1	1	2	2
MAL7P1.170	ring stage expressed protein 	193	661	PF08_0132	glutamate dehydrogenase 	2426	2599	1	2	2	5
MAL7P1.170	ring stage expressed protein 	308	428	PF11_0314	"26S protease subunit regulatory subunit 6a, putative "	454	650	1	1	2	3
MAL7P1.171	hypothetical protein 	4546	4834	PF10_0135	hypothetical protein 	534	636	1	1	1	4
MAL7P1.174	hypothetical protein 	57	438	PFI1485c	"diacylglycerol kinase, putative "	1377	1671	1	1	2	2
MAL7P1.174	hypothetical protein 	57	438	PFL1385c	101 kd malaria antigen/ABRA/MSP9	759	949	1	1	2	33
MAL7P1.19	hypothetical protein 	9105	9167	PF07_0012	hypothetical protein 	3022	3245	1	2	6	4
MAL7P1.19	hypothetical protein 	9067	9154	PF14_0463	chloroquine resistance marker protein 	8441	8506	1	1	6	21
MAL7P1.19	hypothetical protein 	9105	9167	PF14_0678	exported protein 2 	365	738	1	1	6	21
MAL7P1.19	hypothetical protein 	9067	9154	PFE0070w	"interspersed repeat antigen, putative "	4651	4891	1	1	6	11
MAL7P1.19	hypothetical protein 	9105	9167	PFI0495w	hypothetical protein 	6830	7160	1	1	6	3
MAL7P1.19	hypothetical protein 	9105	9167	PFI1475w	merozoite surface protein 1 (MSP1) precursor 	4202	4642	1	1	6	27
MAL7P1.24	"hypothetical protein, conserved "	346	503	MAL7P1.13	hypothetical protein 	416	806	1	2	2	2
MAL7P1.24	"hypothetical protein, conserved "	346	499	PFI1755c	hypothetical protein 	742	952	1	1	2	9
MAL7P1.30	hypothetical protein 	9084	9444	PF13_0036	"DNAJ protein, putative "	565	959	1	11	2	9
MAL7P1.30	hypothetical protein 	8885	9190	PFA0345w	"centrin, putative "	209	492	2	5	2	1
MAL7P1.7	RESA-like protein 	1218	1548	MAL7P1.134	hypothetical protein 	4089	4170	1	1	24	2
MAL7P1.7	RESA-like protein 	1218	1548	MAL7P1.171	hypothetical protein 	5748	6073	1	3	24	8
